Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"3/12/25, 07:56:05",User_4283bbe3,User_b17d649f,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '207'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_4f80c74e,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11362' for the user with id '200' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_4f80c74e,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37738' for the user with id '200' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_4f80c74e,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37742' for the user with id '200' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_4f80c74e,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45415' for the user with id '200' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_4f80c74e,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '200'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_d8cf2c85,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '12127' for the user with id '183' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_d8cf2c85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42509' for the user with id '183' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_d8cf2c85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42513' for the user with id '183' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_d8cf2c85,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45411' for the user with id '183' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_d8cf2c85,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '183'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_99428685,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11355' for the user with id '182' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_99428685,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42533' for the user with id '182' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_99428685,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42537' for the user with id '182' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_99428685,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45410' for the user with id '182' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_99428685,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '182'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_f4080730,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11339' for the user with id '177' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_f4080730,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37744' for the user with id '177' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_f4080730,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '37748' for the user with id '177' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_f4080730,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45408' for the user with id '177' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_f4080730,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '177'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_15e2aede,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11360' for the user with id '173' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_15e2aede,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40516' for the user with id '173' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_15e2aede,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40520' for the user with id '173' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_15e2aede,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45407' for the user with id '173' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_15e2aede,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '173'.,web,123.243.46.2
"3/12/25, 07:56:05",User_4283bbe3,User_bd08e768,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11338' for the user with id '165' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:05",User_a9d623bd,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40452' for the user with id '165' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40456' for the user with id '165' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_bd08e768,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45403' for the user with id '165' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_bd08e768,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '165'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_1cc393df,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11348' for the user with id '138' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42525' for the user with id '138' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '42529' for the user with id '138' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_1cc393df,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45401' for the user with id '138' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_1cc393df,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '138'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_bc909ddc,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11350' for the user with id '124' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '38156' for the user with id '124' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '38160' for the user with id '124' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_bc909ddc,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45400' for the user with id '124' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_bc909ddc,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '124'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_25b5f8ea,Assignment: Task 5: Usability Exercise,Assignment,The submission has been graded.,The user with id '261' has graded the submission '11357' for the user with id '121' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40417' for the user with id '121' for the grade item with id '1345'.,web,123.243.46.2
"3/12/25, 07:56:04",User_a9d623bd,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '-1' updated the grade with id '40421' for the user with id '121' for the grade item with id '1361'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_25b5f8ea,Subject: 202503 HVEC702 User Experience Design,System,User graded,The user with id '261' updated the grade with id '45399' for the user with id '121' for the grade item with id '1449'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_25b5f8ea,Assignment: Task 5: Usability Exercise,System,Course activity completion updated,The user with id '261' updated the completion state for the course module with id '3400' for the user with id '121'.,web,123.243.46.2
"3/12/25, 07:56:04",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:53:10",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Grading table viewed,The user with id '261' viewed the grading table for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:53:09",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:53:05",User_4283bbe3,User_f38e017f,Assignment: Task 5: Usability Exercise,Assignment,Grading form viewed,The user with id '261' viewed the grading form for the user with id '283' for the assignment with course module id '3400'.,web,123.243.46.2
"3/12/25, 07:53:05",User_4283bbe3,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '261' viewed the 'assign' activity with course module id '3400'.,web,123.243.46.2
